class,age,male,female
0,0 to 1,155.11,136.17
1,1 to 5,607.39,532.31
10,10 to 15,813.51,721.65
15,15 to 20,849.02,789.6
20,20 to 25,840.05,826.82
25,25 to 30,815.63,816.18
30,30 to 35,865.22,847.45
35,35 to 40,761.54,751.31
40,40 to 45,626.65,687.48
45,45 to 50,578.65,624.8
5,5 to 10,752.08,668.93
50,50 to 55,531.98,607.71
55,55 to 60,491.33,494.49
60,60 to 65,361.43,372.18
65,65 to 70,250.75,264.12
70,70 to 75,166.88,211.55
75,75 to 80,143.24,175.57
80,80 and over,138.16,208.39
