class,age,male,female
0,0 to 1,241.2,208.7
1,1 to 5,944.54,815.83
10,10 to 15,1289.32,1068.47
15,15 to 20,1363.38,1217.88
20,20 to 25,1199.51,1315.8
25,25 to 30,1084.95,1325.7
30,30 to 35,1185.75,1392.89
35,35 to 40,1106.14,1267.3
40,40 to 45,969.71,1147.62
45,45 to 50,905.77,1071.24
5,5 to 10,1199.04,1008.31
50,50 to 55,856.52,1051.23
55,55 to 60,832.16,905.45
60,60 to 65,657.35,697
65,65 to 70,493.25,523.27
70,70 to 75,323.01,446.09
75,75 to 80,264.09,351.91
80,80 and over,275.97,477.09
