class,age,male,female
0,0 to 1,1057.75,982.61
1,1 to 5,4142.09,3841.16
10,10 to 15,5667.19,5216.96
15,15 to 20,6332.96,5851.97
20,20 to 25,6898.53,6188.85
25,25 to 30,6588.32,5642.29
30,30 to 35,6272.2,5479.99
35,35 to 40,5415.36,4823.12
40,40 to 45,4519.29,4375.21
45,45 to 50,4043.05,3899.04
5,5 to 10,5143.04,4760
50,50 to 55,3517.74,3577.4
55,55 to 60,3297.47,2807.43
60,60 to 65,2197.53,2111.52
65,65 to 70,1522.84,1457.78
70,70 to 75,982.43,1094.47
75,75 to 80,743.08,825.73
80,80 and over,686.07,911.89
