class,age,male,female
0,0 to 1,724.09,615.35
1,1 to 5,2835.51,2405.51
10,10 to 15,3866.38,3096.8
15,15 to 20,4101.02,3561.73
20,20 to 25,3831.92,3672.05
25,25 to 30,3503.33,3685.07
30,30 to 35,3612.39,3680.5
35,35 to 40,3368.62,3391.93
40,40 to 45,3002.27,3066.01
45,45 to 50,2670.39,2771.17
5,5 to 10,3592.17,2964.77
50,50 to 55,2420.18,2590.63
55,55 to 60,2262.3,2191.65
60,60 to 65,1754.56,1749.81
65,65 to 70,1280.77,1322.44
70,70 to 75,849.57,1083.86
75,75 to 80,707,849.48
80,80 and over,690.06,1082.76
