class,age,male,female
0,0 to 1,318.54,279.57
1,1 to 5,1247.38,1092.88
10,10 to 15,1670.65,1480.99
15,15 to 20,1743.73,1621.13
20,20 to 25,1724.57,1698.11
25,25 to 30,1674.17,1676.59
30,30 to 35,1775.92,1740.51
35,35 to 40,1563.39,1543.21
40,40 to 45,1286.84,1412.15
45,45 to 50,1188.85,1283.78
5,5 to 10,1544.55,1373.01
50,50 to 55,1092.86,1248.52
55,55 to 60,1009.86,1016.24
60,60 to 65,743.03,764.87
65,65 to 70,515.8,543.07
70,70 to 75,343.18,434.9
75,75 to 80,294.35,360.81
80,80 and over,283.82,428.04
