class,age,male,female
0,0 to 1,468.52,407.76
1,1 to 5,1834.7,1593.99
10,10 to 15,2357.05,2008.61
15,15 to 20,2468.86,2244.87
20,20 to 25,2635.29,2482.1
25,25 to 30,2524.77,2413.55
30,30 to 35,2656.48,2491.37
35,35 to 40,2343.52,2246.61
40,40 to 45,1965.54,2101.91
45,45 to 50,1831.79,1911.71
5,5 to 10,2176.75,1853.86
50,50 to 55,1685.33,1881.54
55,55 to 60,1585.08,1512.27
60,60 to 65,1175.28,1197.57
65,65 to 70,798.53,870.45
70,70 to 75,559.72,729.44
75,75 to 80,453.66,593.15
80,80 and over,561.51,832.04
