class,age,male,female
0,0 to 1,458.75,423.3
1,1 to 5,1796.43,1654.76
10,10 to 15,2325.93,2145.29
15,15 to 20,2326.5,2244.32
20,20 to 25,2334.15,2274.28
25,25 to 30,2172.5,2010.01
30,30 to 35,2065.77,1882.88
35,35 to 40,1699.63,1614.55
40,40 to 45,1495.69,1590.65
45,45 to 50,1362.11,1389.83
5,5 to 10,2254.53,2034.5
50,50 to 55,1211.38,1326.02
55,55 to 60,1100.82,1018.58
60,60 to 65,754.04,765.7
65,65 to 70,543.15,559.9
70,70 to 75,336.19,401.78
75,75 to 80,240.52,279.42
80,80 and over,220.76,298.77
