class,age,male,female
0,0 to 1,306.93,260.08
1,1 to 5,1201.91,1016.71
10,10 to 15,1608.32,1300.14
15,15 to 20,1696.86,1507.45
20,20 to 25,1583.37,1648.85
25,25 to 30,1502.44,1668.33
30,30 to 35,1588.31,1694.64
35,35 to 40,1434.05,1521.21
40,40 to 45,1227.53,1398.45
45,45 to 50,1204.27,1319.19
5,5 to 10,1491.44,1231.51
50,50 to 55,1094.85,1265.39
55,55 to 60,1076.57,1071.8
60,60 to 65,810.85,805.5
65,65 to 70,601.95,605.57
70,70 to 75,388.72,477.86
75,75 to 80,307.43,380.56
80,80 and over,287.7,425.97
