class,age,male,female
0,0 to 1,529.28,472.07
1,1 to 5,2072.65,1845.41
10,10 to 15,2700.44,2374.28
15,15 to 20,2895.54,2579.05
20,20 to 25,2997.14,2628.72
25,25 to 30,2747.5,2406.02
30,30 to 35,2580.57,2228.91
35,35 to 40,2259.51,1981.1
40,40 to 45,1913.9,1807.64
45,45 to 50,1660.99,1584.53
5,5 to 10,2585.96,2243.21
50,50 to 55,1533.08,1482.76
55,55 to 60,1309.97,1157.69
60,60 to 65,980.4,899.12
65,65 to 70,667.23,613.11
70,70 to 75,438.01,445.27
75,75 to 80,300.48,303.53
80,80 and over,272.77,295.67
