class,age,male,female
0,0 to 1,360.92,333.38
1,1 to 5,1413.35,1303.22
10,10 to 15,1827.99,1688.42
15,15 to 20,1825.32,1764.91
20,20 to 25,1830.65,1789.91
25,25 to 30,1704.35,1584.28
30,30 to 35,1625.17,1487.28
35,35 to 40,1338.07,1274.98
40,40 to 45,1176.51,1255.23
45,45 to 50,1073.14,1098.65
5,5 to 10,1772.14,1601.37
50,50 to 55,955.78,1050.28
55,55 to 60,871.2,807.56
60,60 to 65,595.58,603.66
65,65 to 70,427.52,441.85
70,70 to 75,265.05,318.71
75,75 to 80,190.88,222.69
80,80 and over,174.27,237.42
