class,age,male,female
0,0 to 1,418.95,370.56
1,1 to 5,1640.57,1448.58
10,10 to 15,2346.67,2069.89
15,15 to 20,2572.3,2328.79
20,20 to 25,2910.65,2618.19
25,25 to 30,2855.57,2544.86
30,30 to 35,2853.64,2517.78
35,35 to 40,2499.72,2236.8
40,40 to 45,2179.47,2109.76
45,45 to 50,1969.53,1869.58
5,5 to 10,2152.68,1917.86
50,50 to 55,1792.87,1757.18
55,55 to 60,1562.97,1338.53
60,60 to 65,1024.81,981.28
65,65 to 70,717.73,715.34
70,70 to 75,480,539.64
75,75 to 80,389.39,418.32
80,80 and over,344.24,427.59
