class,age,male,female
0,0 to 1,134.26,113.73
1,1 to 5,525.74,444.58
10,10 to 15,703.1,568.37
15,15 to 20,741.69,659.02
20,20 to 25,693.62,720.86
25,25 to 30,659.18,729.34
30,30 to 35,696.23,740.19
35,35 to 40,627.88,664.09
40,40 to 45,536.91,610.77
45,45 to 50,527.25,576.18
5,5 to 10,651.93,538.33
50,50 to 55,478.83,552.35
55,55 to 60,470.79,467.45
60,60 to 65,354.02,351.04
65,65 to 70,262.6,263.81
70,70 to 75,169.54,207.64
75,75 to 80,134.02,165.47
80,80 and over,124.97,183.91
