class,age,male,female
0,0 to 1,1132.05,958.97
1,1 to 5,4433.07,3748.76
10,10 to 15,5928.5,4792.63
15,15 to 20,6253.8,5556.92
20,20 to 25,5848.58,6078.24
25,25 to 30,5558.18,6149.53
30,30 to 35,5870.45,6240.97
35,35 to 40,5294.07,5599.28
40,40 to 45,4527.05,5149.76
45,45 to 50,4445.51,4858.06
5,5 to 10,5497.09,4539.32
50,50 to 55,4037.28,4657.09
55,55 to 60,3969.43,3941.26
60,60 to 65,2984.85,2959.74
65,65 to 70,2214.09,2224.3
70,70 to 75,1429.44,1750.69
75,75 to 80,1129.93,1395.07
80,80 and over,1053.61,1550.54
