class,age,male,female
0,0 to 1,808.83,685.21
1,1 to 5,3167.32,2678.59
10,10 to 15,4235.66,3424.5
15,15 to 20,4467.9,3970.27
20,20 to 25,4178.61,4342.5
25,25 to 30,3971.07,4393.03
30,30 to 35,4193.86,4458.14
35,35 to 40,3781.87,3999.66
40,40 to 45,3234,3678.7
45,45 to 50,3175.61,3470.18
5,5 to 10,3927.57,3243.51
50,50 to 55,2883.96,3326.62
55,55 to 60,2835.37,2815.14
60,60 to 65,2131.98,2114.06
65,65 to 70,1581.42,1588.74
70,70 to 75,1020.96,1250.41
75,75 to 80,807.01,996.36
80,80 and over,752.5,1107.37
