class,age,male,female
0,0 to 1,671.22,621.15
1,1 to 5,2628.46,2428.16
10,10 to 15,3398.93,3147.82
15,15 to 20,3394.41,3284.56
20,20 to 25,3413.56,3327.71
25,25 to 30,3179.81,2941.31
30,30 to 35,3026.94,2757.58
35,35 to 40,2488.07,2360.85
40,40 to 45,2189.36,2327.3
45,45 to 50,1992.9,2033.89
5,5 to 10,3297.86,2985.2
50,50 to 55,1773.48,1945.94
55,55 to 60,1614.06,1492.91
60,60 to 65,1100.08,1115.68
65,65 to 70,788.13,815.88
70,70 to 75,488.27,588.1
75,75 to 80,352.16,410.48
80,80 and over,321.49,436.56
