class,age,male,female
0,0 to 1,256.47,227.33
1,1 to 5,1004.33,888.68
10,10 to 15,1462.67,1288.23
15,15 to 20,1623.45,1459.88
20,20 to 25,1893.88,1670.02
25,25 to 30,1862.07,1617.35
30,30 to 35,1837.16,1581.29
35,35 to 40,1607.59,1405.56
40,40 to 45,1419.24,1335.71
45,45 to 50,1276.71,1176.3
5,5 to 10,1339.01,1193.47
50,50 to 55,1159.72,1095.93
55,55 to 60,998.01,819.93
60,60 to 65,635.85,596.53
65,65 to 70,446.44,438.26
70,70 to 75,298.95,324.81
75,75 to 80,238.81,246.33
80,80 and over,205.69,238.14
