class,age,male,female
0,0 to 1,853.68,723.25
1,1 to 5,3342.95,2827.3
10,10 to 15,4470.44,3614.65
15,15 to 20,4715.38,4190.42
20,20 to 25,4410.27,4583.06
25,25 to 30,4191.16,4636.03
30,30 to 35,4426.02,4704.55
35,35 to 40,3991.02,4220.63
40,40 to 45,3412.9,3882.07
45,45 to 50,3351.15,3661.88
5,5 to 10,4145.4,3423.61
50,50 to 55,3043.35,3510.39
55,55 to 60,2991.96,2970.53
60,60 to 65,2249.63,2230.75
65,65 to 70,1668.67,1676.41
70,70 to 75,1077.27,1319.36
75,75 to 80,851.49,1051.25
80,80 and over,793.96,1168.37
