class,age,male,female
0,0 to 1,173.41,169.95
1,1 to 5,679.07,664.38
10,10 to 15,935.87,913.52
15,15 to 20,1094.21,960.62
20,20 to 25,1296.74,1023.72
25,25 to 30,1325.92,1044.91
30,30 to 35,1283.46,1024.92
35,35 to 40,1082.11,863.11
40,40 to 45,955.15,810.23
45,45 to 50,835.67,729.82
5,5 to 10,903.59,847.83
50,50 to 55,716.52,752.14
55,55 to 60,671.59,592.21
60,60 to 65,437.64,439.11
65,65 to 70,283.79,312.34
70,70 to 75,186.43,266.06
75,75 to 80,189.72,234.29
80,80 and over,180.8,235.58
