class,age,male,female
0,0 to 1,426.33,366.15
1,1 to 5,1669.47,1431.35
10,10 to 15,2089.91,1763.24
15,15 to 20,2304,1939.3
20,20 to 25,2782.53,2156.22
25,25 to 30,2652.29,2175.03
30,30 to 35,2543.5,2144.07
35,35 to 40,2266.39,1906.83
40,40 to 45,1818.76,1589.96
45,45 to 50,1527.07,1405.65
5,5 to 10,1983.94,1718.1
50,50 to 55,1302.72,1263.79
55,55 to 60,1143.22,1006.46
60,60 to 65,781.22,749.58
65,65 to 70,533.25,516.17
70,70 to 75,343.94,367.77
75,75 to 80,273.49,279.85
80,80 and over,268.33,318.69
