class,age,male,female
0,0 to 1,548.13,485.23
1,1 to 5,2146.43,1896.83
10,10 to 15,2755.35,2407.25
15,15 to 20,2946.39,2630.44
20,20 to 25,3065.13,2689.54
25,25 to 30,2827.9,2453.41
30,30 to 35,2639.7,2278.3
35,35 to 40,2318.26,2026.67
40,40 to 45,1973.39,1869.43
45,45 to 50,1710.91,1634.7
5,5 to 10,2644.96,2276.63
50,50 to 55,1576.74,1532.69
55,55 to 60,1351.44,1189.69
60,60 to 65,1009.93,939.38
65,65 to 70,677.13,638.56
70,70 to 75,451.2,468.25
75,75 to 80,310.13,315.52
80,80 and over,286.23,306.28
