class,age,male,female
0,0 to 1,359.27,304.33
1,1 to 5,1406.89,1189.69
10,10 to 15,1881.49,1520.96
15,15 to 20,1984.76,1763.56
20,20 to 25,1856.13,1929.03
25,25 to 30,1763.97,1951.71
30,30 to 35,1863.11,1980.76
35,35 to 40,1680.21,1777.11
40,40 to 45,1436.77,1634.43
45,45 to 50,1410.91,1541.87
5,5 to 10,1744.56,1440.57
50,50 to 55,1281.35,1478.08
55,55 to 60,1259.84,1250.91
60,60 to 65,947.36,939.38
65,65 to 70,702.73,705.97
70,70 to 75,453.69,555.66
75,75 to 80,358.63,442.79
80,80 and over,334.41,492.14
