class,age,male,female
0,0 to 1,496,444.23
1,1 to 5,1942.33,1736.56
10,10 to 15,2494.49,2210.51
15,15 to 20,2639.83,2375.49
20,20 to 25,2745.64,2403.64
25,25 to 30,2524.2,2195.33
30,30 to 35,2373.02,2044.63
35,35 to 40,2089.92,1818.03
40,40 to 45,1772.87,1665.88
45,45 to 50,1519.77,1452.21
5,5 to 10,2396.53,2088.36
50,50 to 55,1412.32,1371.43
55,55 to 60,1210.21,1054.84
60,60 to 65,888.25,819.89
65,65 to 70,598.43,559.77
70,70 to 75,399.98,412.37
75,75 to 80,274.23,274.59
80,80 and over,251.77,262.32
