class,age,male,female
0,0 to 1,304.6,282.95
1,1 to 5,1192.79,1106.11
10,10 to 15,1631.96,1502.27
15,15 to 20,1823.64,1685.17
20,20 to 25,1986.42,1782.17
25,25 to 30,1897.03,1624.7
30,30 to 35,1805.99,1577.95
35,35 to 40,1559.29,1388.83
40,40 to 45,1301.24,1259.84
45,45 to 50,1164.13,1122.72
5,5 to 10,1480.99,1370.68
50,50 to 55,1012.88,1030.05
55,55 to 60,949.46,808.34
60,60 to 65,632.75,607.98
65,65 to 70,438.5,419.74
70,70 to 75,282.89,315.11
75,75 to 80,213.93,237.71
80,80 and over,197.51,262.53
