District,TEHSIL,object_id,schools_count
BILASPUR,BHARARI,02-030-02104,102.0
BILASPUR,BILASPUR,02-030-02105,195.0
BILASPUR,GHUMARWIN,02-030-02106,210.0
BILASPUR,JHANDUTA,02-030-02107,274.0
BILASPUR,NAMHOL,02-030-02108,110.0
BILASPUR,NAINA DEVI,02-030-02109,166.0
CHAMBA,BHATTIYAT,02-023-00001,155.0
CHAMBA,BRAHMAUR,02-023-00002,197.0
CHAMBA,CHAMBA,02-023-00003,632.0
CHAMBA,CHAURAH,02-023-00004,271.0
CHAMBA,DALHOUSIE,02-023-00005,130.0
CHAMBA,PANGI,02-023-00006,101.0
CHAMBA,SALUNI,02-023-00007,251.0
CHAMBA,SIHUNTA,02-023-00008,141.0
HAMIRPUR,BAMSAN,02-028-01431,62.0
HAMIRPUR,BARSAR,02-028-02854,126.0
HAMIRPUR,BHORANJ,02-028-02855,156.0
HAMIRPUR,DHATWAL,02-028-02856,88.0
HAMIRPUR,GALORE,02-028-02857,61.0
HAMIRPUR,HAMIRPUR,02-028-02858,179.0
HAMIRPUR,NADAUN,02-028-02859,177.0
HAMIRPUR,TIRA SUJANPUR,02-028-02860,99.0
KANGRA,BAIJNATH,02-024-02110,211.0
KANGRA,BAROH,02-024-02111,71.0
KANGRA,DADA SIBA,02-024-02112,75.0
KANGRA,DERA GOPIPUR,02-024-02113,209.0
KANGRA,DHARMSHALA,02-024-02114,218.0
KANGRA,DHIRA,02-024-02115,57.0
KANGRA,FATEHPUR,02-024-02116,134.0
KANGRA,HARCHAKIAN,02-024-02117,53.0
KANGRA,INDORA,02-024-02118,133.0
KANGRA,JAISINGHPUR,02-024-02119,158.0
KANGRA,JASWAN  KOTLA,02-024-02120,54.0
KANGRA,JAWALAMUKHI,02-024-02121,103.0
KANGRA,JAWALI,02-024-02122,233.0
KANGRA,KANGRA,02-024-02123,142.0
KANGRA,KHUNDIAN,02-024-02124,115.0
KANGRA,MULTHAN,02-024-02125,41.0
KANGRA,NAGROTA BAGWAN,02-024-02126,126.0
KANGRA,NURPUR,02-024-02127,330.0
KANGRA,PALAMPUR,02-024-02128,363.0
KANGRA,RAKKAR,02-024-02129,81.0
KANGRA,SHAHPUR,02-024-02130,134.0
KANGRA,THURAL,02-024-02131,51.0
KINNAUR,KALPA,02-034-00009,52.0
KINNAUR,NICHAR,02-034-00010,112.0
KULLU,ANI,02-026-00011,170.0
KULLU,BANJAR,02-026-00012,139.0
KULLU,BHUNTAR,02-026-00013,229.0
KULLU,KULLU,02-026-00014,290.0
KULLU,MANALI,02-026-00015,103.0
KULLU,NERMAND,02-026-00016,164.0
KULLU,SAINJ,02-026-00017,109.0
LAHAUL & SPITI,LAHAUL,02-025-00017,177.0
MANDI,AUT,02-027-00018,91.0
MANDI,BALDWARA,02-027-00019,109.0
MANDI,BALH,02-027-00020,237.0
MANDI,BALI CHOWKI,02-027-03430,410.0
MANDI,CHACHYOT,02-027-00022,169.0
MANDI,DHARAMPUR,02-027-00023,194.0
MANDI,JOGINDAR NAGAR,02-027-00024,220.0
MANDI,KARSOG,02-027-00025,345.0
MANDI,KOTLI,02-027-00026,65.0
MANDI,LAD BHAROL,02-027-00027,75.0
MANDI,NIHRI,02-027-00028,115.0
MANDI,PADHAR,02-027-00029,190.0
MANDI,SANDHOL,02-027-00030,6.0
MANDI,SARKAGHAT,02-027-00031,172.0
MANDI,SUNDAR NAGAR,02-027-00032,230.0
MANDI,THUNAG,02-027-00033,180.0
SHIMLA,CHAUPAL,02-033-00034,132.0
SHIMLA,CHIRGAON,02-033-00035,175.0
SHIMLA,DODRA KWAR,02-033-00036,26.0
SHIMLA,JUBBAL,02-033-00037,145.0
SHIMLA,KOTKHAI,02-033-00038,157.0
SHIMLA,KUMHARSAIN,02-033-00039,192.0
SHIMLA,KUPVI,02-033-00040,90.0
SHIMLA,NANKHARI,02-033-00041,96.0
SHIMLA,NERUA,02-033-00042,167.0
SHIMLA,RAMPUR,02-033-00043,263.0
SHIMLA,ROHRU,02-033-00044,216.0
SHIMLA,SHIMLA,02-033-00045,440.0
SHIMLA,SEONI,02-033-00046,180.0
SHIMLA,THEOG,02-033-00047,306.0
SIRMAUR,DADAHU,02-032-00048,83.0
SIRMAUR,KAMRAU,02-032-00049,139.0
SIRMAUR,NAHAN,02-032-00050,194.0
SIRMAUR,NOHRA,02-032-00051,104.0
SIRMAUR,PACHHAD,02-032-00052,233.0
SIRMAUR,RAJGARH,02-032-00053,90.0
SIRMAUR,RONHAT,02-032-03318,100.0
SIRMAUR,RENUKA,02-032-00055,126.0
SIRMAUR,SHALAI,02-032-00056,193.0
SOLAN,ARKI,02-031-00057,274.0
SOLAN,BADDI,02-031-00058,175.0
SOLAN,KANDAGHAT,02-031-00059,152.0
SOLAN,KASAULI,02-031-00060,111.0
SOLAN,KRISHANGARH,02-031-00061,76.0
SOLAN,NALAGARH,02-031-00062,137.0
SOLAN,RAMSHAHR,02-031-00063,108.0
SOLAN,SOLAN,02-031-00064,250.0
UNA,AMB,02-029-00065,178.0
UNA,BANGANA,02-029-00066,194.0
UNA,GHANARI,02-029-00067,174.0
UNA,HAROLI,02-029-00068,146.0
UNA,UNA,02-029-00069,224.0
SIRMAUR,PAONTA SAHIB,02-032-01637,326.0
KINNAUR,HANGRANG,02-034-01703,9.0
KINNAUR,MORANG,02-034-01704,37.0
KINNAUR,POOH,02-034-01705,40.0
KINNAUR,SANGLA,02-034-01706,40.0
LAHAUL & SPITI,SPITI,02-025-02401,103.0
