Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Directorate of Urban Development||Urban Development - UDDHP||Nagar Panchayat Banjar - UDDHP,NPB/EB/TN/2025/07,2025_UDDHP_110227_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,TenderNotice,17-Jul-2025 05:00 PM,25-Jul-2025 03:30 PM,17-Jul-2025 05:30 PM,25-Jul-2025 10:00 AM,,,17-Jul-2025 05:30 PM,25-Jul-2025 10:00 AM,28-Jul-2025 10:05 AM,"10,170",No,fixed,,Secretary NP Banjar,Office Of The Nagar Panchayat Banjar,1,Certificate Details,Registration Certificate,Registration Certificate Details,,1.0,ICICI BANK,"1,000",Secretary NP Banjar,Office Of The Nagar Panchayat Banjar,No,Secretary NP Banjar,Office of the Nagar Panchayat Banjar Distt. Kullu H.P,P/L interlocking paver block from NP Chawk to h/o Sh. Mohan Lal in ward no. 7 NP Banjar Distt. Kullu H.P,P/L interlocking paver block from NP Chawk to h/o Sh. Mohan Lal in ward no. 7 NP Banjar Distt. Kullu H.P,Please refer Tender documents.,,"4,06,762",Civil Works,,Tender,30.0,,Banjar,175123.0,,,,Office of the Nagar Panchayat Banjar,No,No,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2,Litigation Details,Litigation Details,Litigation Details,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Miscellaneous,Miscellaneous Docs,Miscellaneous Docs,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
