Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) South||SE(OP) Nahan,OCN/DB-27/NIT-No-11/2025-26,2025_HPSEB_111594_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee and EMD,04-Aug-2025 02:00 PM,12-Aug-2025 11:30 AM,05-Aug-2025 10:00 AM,11-Aug-2025 03:00 PM,05-Aug-2025 10:00 AM,08-Aug-2025 05:00 PM,05-Aug-2025 10:00 AM,11-Aug-2025 03:00 PM,23-Aug-2025 12:00 PM,"19,600",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,180",Nil,Nil,Yes,"Superintending Engineer,","SE, (OP) Circle, HPSEBL, Nahan",OCN/DB-27/NIT-No-11/2025-26,E-Tender for Partial Turn-key basis for providing erection and commissioning of 11 KV HT Line a/w 11/.4 KV 630 KVA DTR and CT/PT Unit with metering equipment for Electrical Vehicle Charging Station at Workshop Nahan under ESD HPSEBL Nahan No. I.,A Class License registered with CEI of HP Govt. and similar nature of work experience as per SBD Criteria,,"19,59,833",Electrical Works,HT and Sub-Station,Tender,30.0,30.0,Nahan,173001.0,,,,"(OP) Circle, HPSEBL, Nahan",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,A Class License registered with CEI of HP Govt.,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical and comm.work Experience of similar nature of work as per clause no 1.01 and 1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Bid Capacity and avg. financial turnover, liquid asset as per clause 1.02.2,1.02.3,1.02.4 from CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,In case a bid is submitted by a joint venture all the qualification should be full as clause1.02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate from banker as per clause 2.01.1 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Litigation, No change of ownership as per clause 2.01.4, Non-blacklisting Affidavit, No deviation ce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST and EPF registration, pan, self-undertake of completion of work and studied all term and conditi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking for E-Reverse as prescribed format duly stamped by the bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,checklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
