Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
DIRECTORATE OF POLICE  STATE CRIMINAL INVESTIGATION,CYBER FORENSIC TOOL KIT-DESK,2025_DPSC_111013_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of documents required to be uploaded as per Envelop -1 S.No 1 -4 of tender document,26-Jul-2025 03:00 PM,19-Aug-2025 11:30 AM,26-Jul-2025 03:00 PM,18-Aug-2025 05:00 PM,26-Jul-2025 03:00 PM,11-Aug-2025 05:00 PM,02-Aug-2025 05:00 PM,18-Aug-2025 05:00 PM,02-Sep-2025 11:25 AM,"25,000",Yes,fixed,,DDO H.P. State CID,Shimla,1.0,DD - Demand Draft,500.0,DDO H.P. State CID,Shimla,No,DIG Cyber Crime CID HP,Block No 31 SDA Complex Kasumpati Shimla 9,Supply and Installation of CYBER FORENSIC TOOL KIT-DESK 03 Nos. at CID HQ Shimla Himachal Pradesh,Supply and Installation of CYBER FORENSIC TOOL KIT-DESK 03 Nos. at CID HQ Shimla Himachal Pradesh,Please refer Tender documents.,,,Surveillance Equipments,CYBER FORENSIC TOOL KIT,Tender,120.0,45.0,As Per Tender Document,171009.0,,,,Block No 31 SDA Complex Kasumpati Shimla 9,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of documents required to be uploaded as per Envelop -1 S.No 5 - 8 of tender document,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of documents required to be uploaded as per Envelop -1 S.No 9 - 12 of tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of Any other documents required as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
