,human lives lost - confirmed,District,Total,Male,Female,Children,Revenue Circlewise,,,,,Date
0,,Cachar,5,4,0,1,"(Katigorah | 0), (Lakhipur | 0), (Silchar | 4), (Sonai | 0), (Udharbond | 1)",,,,,27-06-2022
1,,Kamrup (M),1,1,0,0,"(Chandrapur | 0), (Sonapur | 1)",,,,,27-06-2022
2,,Morigaon,1,1,0,0,"(Bhuragaon | 0), (Mayong | 1), (Mikirbheta | 0), (Morigaon | 0)",,,,,27-06-2022
3,,Nagaon,1,0,0,1,"(Kampur | 0), (Nagaon | 0), (Raha | 1)",,,,,27-06-2022
4,,Total,8,6,0,2,,,,,,27-06-2022
