,relief distributed,District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed - Green Fooder (in Q),Cattle Feed - Wheat Bran (in Q),Cattle Feed - Rice Bran (in Q),,,Date
0,,Udalguri,2.21,0.39,0.12,12.00,0.00,0.00,0.00,,,05-08-2022
1,,Total,2.21,0.39,0.12,12.00,0.00,0.00,0.00,,,05-08-2022
