,relief distributed,District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed - Green Fooder (in Q),Cattle Feed - Wheat Bran (in Q),Cattle Feed - Rice Bran (in Q),,,Date
0,,Dhemaji,33.46,6.26,1.87,187.00,0.00,0.00,0.00,,,31-07-2022
1,,Total,33.46,6.26,1.87,187.00,0.00,0.00,0.00,,,31-07-2022
