,relief distributed,District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed - Green Fooder (in Q),Cattle Feed - Wheat Bran (in Q),Cattle Feed - Rice Bran (in Q),,,Date
0,,Dima-Hasao,11.88,10.89,0.00,5.00,0.00,0.00,0.00,,,23-07-2022
1,,Total,11.88,10.89,0.00,5.00,0.00,0.00,0.00,,,23-07-2022
