,relief distributed,District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed - Green Fooder (in Q),Cattle Feed - Wheat Bran (in Q),Cattle Feed - Rice Bran (in Q),,,Date
0,,Biswanath,0.10,0.06,0.00,0.00,0.00,0.00,0.00,,,04-07-2022
1,,Chirang,5.55,1.02,0.31,31.00,0.00,0.00,0.00,,,04-07-2022
2,,Darrang,0.00,0.00,0.00,0.00,0.00,40.00,170.00,,,04-07-2022
3,,Dibrugarh,0.00,0.00,0.00,0.00,0.00,25.20,0.00,,,04-07-2022
4,,Hailakandi,19.47,3.55,1.07,107.00,0.00,0.00,0.00,,,04-07-2022
5,,Karimganj,213.96,39.90,11.93,21.60,0.00,0.00,0.00,,,04-07-2022
6,,Lakhimpur,0.00,0.00,0.00,0.00,0.00,0.00,295.72,,,04-07-2022
7,,Morigaon,140.30,24.71,11.89,741.42,0.00,207.57,0.00,,,04-07-2022
8,,Sonitpur,0.00,0.00,0.00,0.00,0.00,73.60,0.00,,,04-07-2022
9,,Total,379.38,69.24,25.20,901.02,0.00,346.37,465.72,,,04-07-2022
