,relief distributed,District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed - Green Fooder (in Q),Cattle Feed - Wheat Bran (in Q),Cattle Feed - Rice Bran (in Q),,,Date
0,,Nagaon,344.23,65.30,13.84,0.00,0.00,0.00,0.00,,,04-06-2022
1,,Total,344.23,65.30,13.84,0.00,0.00,0.00,0.00,,,04-06-2022
