,relief distributed,District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed - Green Fooder (in Q),Cattle Feed - Wheat Bran (in Q),Cattle Feed - Rice Bran (in Q),,,Date
0,,Dhemaji,18.11,3.19,0.94,95.76,0.00,0.00,0.00,,,11-06-2022
1,,Total,18.11,3.19,0.94,95.76,0.00,0.00,0.00,,,11-06-2022
