,infrastructure damaged - embankment affected,District,Number,Details,Date
0,,Cachar,1,"Udharbond - Dyke along R/B of Madhura from Udharbond to Larsing approach | Dyke along R/B of Madhura River Madhura Length - 450 M | Report Received from Water Resource Department Silchar on 30.06.2022 | (Long - 0.000000, Lat - 0.000000)",30-06-2022
1,,Dhemaji,1,"Gogamukh - Kumatiya R/B from Nepalibasti to Gurathali Chapori | In between Ch.17000.00 m to Ch. 18720.00 m | Severe boiling and damage of R/S slope on 30/06/22 | (Long - 27.371021, Lat - 94.399312)",30-06-2022
2,,Lakhimpur,1,"Kadam - Bodhakara Subansiri | Bodhakara village | Raincut occurred due to heavy rain, informed by Gaon pradhaan, dated 29/6/2022 | (Long - 0.000000, Lat - 0.000000)",30-06-2022
3,,Majuli,5,"Majuli - Kolonijan Un-Embankment | Kolonijan | Bank erosion occurred at 29.06.2022, affected reach = 1.5 km | (Long - 94.164650, Lat - 27.044180),  Kambong Borunchuk Un-Embankment | Kambong Borunchuk | Bank erosion occurred at 29.06.2022, affected reach = 1.00 km | (Long - 94.165720, Lat - 27.023990),  Moroliamukh Un-Embankment | Moroliamukh (U/S of Khabolu) | Bank erosion occurred at 29.06.2022, affected reach = 800 mtr. | (Long - 94.123430, Lat - 27.007610),  Hostinapur Un-Embankment | Hostinapur | Bank erosion occurred at 29.06.2022, affected reach = 1.80 km | (Long - 94.124740, Lat - 27.033160),  Major Chapori Un-Embankment | Major Chapori | Bank erosion occurred at 29.06.2022, affected reach = 1.00 km | (Long - 94.124740, Lat - 27.033160)",30-06-2022
4,,Nalbari,2,"Barbhag - R/B of river Pagladia from N.T road to Bijulighat | Sadhnapara | As per report submitted by Asst. Executive Engineer on 29/06/2022 | (Long - 91.470000, Lat - 26.350000),  R/B of river Pagladia from N.T road to Bijulighat | Gangapukhuri | As per report submitted by Asst. Executive Engineer on 29/06/2022 | (Long - 91.450000, Lat - 26.370000)",30-06-2022
5,,Total,10,,30-06-2022
