Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Bid ID or Unique ID as per SMT portal and related Work Experience Details as per RFP Document if any,CE PHE Water Assam,"Hengrabari, Guwahati-36",Pkg 02 Fixation of rates for new items under JJM Assam for Guwahati Circle,Pkg 02 Fixation of rates for different items of work for new PWSS to be executed under JJM Assam for Guwahati Circle,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Empanelment,90.0,360.0,Guwahati,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,0.0,Nil,Nil,No,0.0,No,fixed,,Nil,Nil,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_41_JJM_20_21_T_28700_64,2021_PHED_20968_2,Yes,Open Tender,Empanelment,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Corrigendum No. 3,Technical Bid,,05-Feb-2021 12:00 PM,19-Feb-2021 03:00 PM,05-Feb-2021 12:00 PM,18-Feb-2021 04:00 PM,NA ,NA ,05-Feb-2021 12:00 PM,18-Feb-2021 04:00 PM,AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2021_PHED_20968_2,PHE_41_JJM_20_21_T_28700_64,Pkg 02 Fixation of rates for new items under JJM Assam for Guwahati Circle,1,108998,aaravii,15-Feb-2021 10:57 PM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,112279,ABDUL AOWAL,18-Feb-2021 12:22 AM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,113126,ABDUL ARIF,18-Feb-2021 11:36 AM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,110680,ABDUL GAFUR,17-Feb-2021 02:35 PM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,108351,ABDUL HAKIM,18-Feb-2021 09:45 AM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,112604,ABDUL HAKIM,18-Feb-2021 05:06 AM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,109386,ABDUL HAMID,17-Feb-2021 01:01 PM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,113575,Abdul Kaddus,18-Feb-2021 12:59 PM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,111911,ABDUL KADER,18-Feb-2021 12:49 AM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,110551,ABDUL KUDDUS,17-Feb-2021 01:28 PM,Accepted-AOC,Rate has been fixed as per financial evaluation minutes,05-Aug-2021 03:22 PM,AOC
