,animals affected,District,Total,Big,Small,Poultry,Date
0,,Morigaon,79331,29063,18127,32141,02-06-2022
1,,Nagaon,8713,3512,2310,2891,02-06-2022
2,,Total,88044,32575,20437,35032,02-06-2022
