,animals affected,District,Total,Big,Small,Poultry,Date
0,,Morigaon,71839,26332,14611,30896,12-07-2022
1,,Nagaon,1818,922,501,395,12-07-2022
2,,Total,73657,27254,15112,31291,12-07-2022
