,animals affected,District,Total,Big,Small,Poultry,Date
0,,Dima-Hasao,53,28,25,0,28-05-2022
1,,Morigaon,79331,29063,18127,32141,28-05-2022
2,,Nagaon,90784,49885,25122,15777,28-05-2022
3,,Total,170168,78976,43274,47918,28-05-2022
