,animals affected,District,Total,Big,Small,Poultry,Date
0,,Bajali,437,212,175,50,09-07-2022
1,,Dibrugarh,7033,2760,2303,1970,09-07-2022
2,,Morigaon,97549,35332,19111,43106,09-07-2022
3,,Nagaon,2540,1250,750,540,09-07-2022
4,,Total,107559,39554,22339,45666,09-07-2022
