,animals affected,District,Total,Big,Small,Poultry,Date
0,,Dima-Hasao,170,20,0,150,30-05-2022
1,,Morigaon,79331,29063,18127,32141,30-05-2022
2,,Nagaon,75768,42291,16653,16824,30-05-2022
3,,Total,155269,71374,34780,49115,30-05-2022
