,animals affected,District,Total,Big,Small,Poultry,Date
0,,Dima-Hasao,692,200,216,276,04-06-2022
1,,Nagaon,6902,2713,1948,2241,04-06-2022
2,,Total,7594,2913,2164,2517,04-06-2022
