,animals affected,District,Total,Big,Small,Poultry,Date
0,,Bajali,13215,8880,2957,1378,24-06-2022
1,,Baksa,10179,6365,3314,500,24-06-2022
2,,Barpeta,944626,337321,169224,438081,24-06-2022
3,,Cachar,29404,22990,6414,0,24-06-2022
4,,Darrang,254152,132468,77621,44063,24-06-2022
5,,Dhemaji,6057,4041,2016,0,24-06-2022
6,,Dhubri,185018,106440,78578,0,24-06-2022
7,,Goalpara,44920,24726,11661,8533,24-06-2022
8,,Hojai,35406,13509,4516,17381,24-06-2022
9,,Kamrup,442964,379084,48880,15000,24-06-2022
10,,Kamrup (M),5805,4320,1393,92,24-06-2022
11,,Karimganj,20372,7486,1876,11010,24-06-2022
12,,Lakhimpur,21421,8256,6635,6530,24-06-2022
13,,Morigaon,107145,39047,19391,48707,24-06-2022
14,,Nagaon,110486,54734,39504,16248,24-06-2022
15,,Nalbari,145823,77883,62350,5590,24-06-2022
16,,Sonitpur,36157,24739,11418,0,24-06-2022
17,,South Salmara,186606,86629,51989,47988,24-06-2022
18,,Total,2599756,1338918,599737,661101,24-06-2022
