,animals affected,District,Total,Big,Small,Poultry,Date
0,,Morigaon,79331,29063,18127,32141,27-05-2022
1,,Nagaon,90784,49885,25122,15777,27-05-2022
2,,Total,170115,78948,43249,47918,27-05-2022
