,animals affected,District,Total,Big,Small,Poultry,Date
0,,Morigaon,79331,29063,18127,32141,03-06-2022
1,,Nagaon,8603,3474,2562,2567,03-06-2022
2,,Total,87934,32537,20689,34708,03-06-2022
