object_id,Others_tenders_awarded_value
02-023-00003,824462.0
02-024-02121,1486002.0
02-024-02122,4729725.0
02-026-00015,1947114.0
02-026-00017,1037899.0
02-027-00026,3331952.0
02-027-00031,1990798.5
02-028-02854,1525333.0
02-028-02855,799817.0
02-028-02857,1525333.0
02-028-02858,31430238.0
02-028-02859,26315494.0
02-030-02104,4339092.0
02-030-02106,34884731.0
02-030-02107,6356203.0
02-030-02108,1655424.5
02-031-00062,33.8
02-031-00064,27791333.75
02-033-00034,886835.0
02-033-00038,3556300.0
02-033-00041,3866646.0
02-033-00043,36111056.0
02-033-00044,30519749.0
02-033-00047,3647015.0
