,infrastructure damaged - road,District,Number,Details,Date
0,,Udalguri,1,"Kalaigaon - GG road at 11th km | Jhengrajhar | The side berm and hard crust has damaged as reported on 17/07/2022 due to post flood erosion covering a length of 8.5 meters and breadth of 2 meters | (Long - 91.896995, Lat - 26.526167)",17-07-2022
1,,Total,1,,17-07-2022
