,infrastructure damaged - road,District,Number,Details,Date
0,,Karimganj,2,"RK Nagar - Chandkgani to Padarpar Road | Chandkgani to Padarpar Road | Due to heavy Rain on date 06-06-2022 bridge approch damaged lenght upto 60 m,  Bhairabnagar to Tatirgool | Bhairabnagar to Tatirgool | due to heavy rain road surface dange upto length 150 m on date 06-06-2022",12-06-2022
1,,Lakhimpur,5,"Subansiri - Bangkeleng to Konwarbari road | Konwarbari | Bangkeleng to Konwarbari road eroded at 1st km opprx 200 mtrs as reported by Dhakuakhana Territorial Road divn. on 11-06-2022,  Bilmukh to Mohbal road | Mohbal | Bilmukh to Mohbal road is submerged opprx 1000 mtrs as reported by Dhakuakhana Territorial Road divn. on 11-06-2022,  Champora to Keseruguri road | Champora | Left bank Champora to Keseruguri road eroded at 1st km opprx 250 mtrs as reported by Dhakuakhana Territorial Road divn. on 11-06-2022,  Gadangarchuk to Konwarbari road | Gadangarchuk | Gadangarchuk to Konwarbari road eroded at 1st km opprx 250 mtrs as reported by Dhakuakhana Territorial Road divn. on 11-06-2022,  Konwarbari to No 2 Gadangarchuk road | No 2 Ga dangarchuk | Konwarbari to No 2 Gadangarchuk road is submerged at 1st km opprx 800 mtrs as reported by Dhakuakhana Territorial Road divn. on 11-06-2022",12-06-2022
2,,Total,7,,12-06-2022
