,infrastructure damaged - road,District,Number,Details,Date
0,,Karimganj,1,RK Nagar - Bhanga Bhairabnagar Road | Tatirgool | due to heavy rain on date 05 -06-2022 a double barrel hume pipe damaged.,06-06-2022
1,,Nalbari,2,"Nalbari - Kharjara to Nalbari Bahjani Road | Kharjara to Nalbari Bahjani Road | As per the report received from PWRD, Nalbari territorial Division on 06.06.2022 via whatsapp group, Kharjara to Nalbari Bahjani Road is submerged due to rain water.,  Malipara to Industry Chowk Road | Malipara to Industry Chowk | As per the report received from PWRD, Nalbari territorial Division on 06.06.2022 via whatsapp group, Malipara to Industry Chowk Road is submerged due to rain water.",06-06-2022
2,,Total,3,,06-06-2022
