,infrastructure damaged - road,District,Number,Details,Date
0,,Bajali,1,"Bajali - Anandapur to ghelengpara | Anandapur | Apprx 1200 meter erosion at road side and this report is received from PWD Roads | (Long - 91.233747, Lat - 26.584088)",16-06-2022
1,,Baksa,3,"Baganpara - Moithabari to Saulkara road | Moithabari | On dated 15/06/2022 bridge approach approx 8 m has been cut off | (Long - 91.436700, Lat - 26.728000),  Guwalbil to Sundarpur road | Guwalbil | On dated 15/06/2022 due to inundation of road eroded approx 30 m | (Long - 91.487135, Lat - 26.576100),  Barama - Barama - Dhamdhama Road | Alagjar village (Deulguri Chowk) | | (Long - 91.376628, Lat - 26.526894)",16-06-2022
2,,Barpeta,11,"Barpeta - Ata Bhokuamari to Pahumara river road | Bhokuamari | 14.2 m , damaged at 2nd Km DOO 15.06.2022,PWRD, Barpeta | (Long - 91.087800, Lat - 26.398800),  Barnagar - Barpeta Road to Bashbari Road | Village- Khairabari | As per WT message received from The Ex. Engineer, Sorbhog & Jania Territorial Road Divn, Barpeta Road vide Memo No. BR/SJTRD/W.T. MESSAGE/2019-20/242 on 15/06/2022 Barpeta Road to Bashbari Roadhas damaged from CH. 2.550 KM to CH, 3.00 KM due to heavy rainfall. | (Long - 90.969048, Lat - 26.507989),  Sorbhog Station Feeder Road | Vill- Dakhin Ganakgari & Ketekibari | As per WT message received from The Ex. Engineer, Sorbhog & Jania Territorial Road Divn, Barpeta Road vide Memo No. BR/SJTRD/W.T. MESSAGE/2019-20/245 on 15/06/2022 Sorbhog Station Feeder Road has submerged from CH. 800 M to CH, 1800 M due to heavy rainfall. | (Long - 90.893135, Lat - 26.471873),  Noontola Santoradaha Road | Vil- Noontola & Santoradaha | As per WT message received from The Ex. Engineer, Sorbhog & Jania Territorial Road Divn, Barpeta Road vide Memo No. BR/SJTRD/W.T. MESSAGE/2019-20/245 on 15/06/2022 Noontola Santoradaha Road has submerged from CH. 100 M to CH, 800 M due to heavy rainfall. | (Long - 90.854592, Lat - 26.510965),  Chandamari Pub Para Road | Vill- Chandamari | As per WT message received from The Ex. Engineer, Sorbhog & Jania Territorial Road Divn, Barpeta Road vide Memo No. BR/SJTRD/W.T. MESSAGE/2019-20/245 on 15/06/2022 Chandamari Pub Para Road Road has submerged from CH. 200 M to CH, 1000 M due to heavy rainfall. | (Long - 90.804399, Lat - 26.438139),  Chandamari Boropara Road | Vill- Chandamari | As per WT message received from The Ex. Engineer, Sorbhog & Jania Territorial Road Divn, Barpeta Road vide Memo No. BR/SJTRD/W.T. MESSAGE/2019-20/245 on 15/06/2022 Chandamari Boropara Road Road has submerged from CH. 0.00 M to CH, 800 M due to heavy rainfall. | (Long - 90.799523, Lat - 26.440835), Chandamari Uttar Para | Vill- Chandamari | As per WT message received from The Ex. Engineer, Sorbhog & Jania Territorial Road Divn, Barpeta Road vide Memo No. BR/SJTRD/W.T. MESSAGE/2019-20/245 on 15/06/2022 Chandamari Uttar Para Road Road has submerged from CH. 0.00 M to CH, 600 M due to heavy rainfall. | (Long - 90.800090, Lat - 26.441328),  Kalgachia - State High Way-2 | At various points from Manas bridge approach to Barpeta Medical college | As per report received from PWD department on 16/06/22, due to continuous heavy rainfall from last several days road side berm with hard crust damaged at SH2 (Manas bridge approach to Barpeta Medical college ) at ch. 49th km and 50th Km (Length=300.00 mm, avg width=3.00m and avg depth=2.00m ) location coordinates- 26.333439, 90.868635. | (Long - 0.000000, Lat - 0.000000),  Sarthebari - village road of kawaimari gaon | kawaimari gaon | Kawaimari gaon (chowk) to Barakahi village connecting village road damage approx 25 meter, Bhawanipur Dev Block (Reported by LM on 16/06/2022) | (Long - 0.000000, Lat - 0.000000),  PWD road of Sarthebari Pathsala | Batia | Reported by LM on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Chenga - Chenga Block Boundary to BD road via Musalman gaon, Package No. As 01 510 | Musalman gaon | Road submerged from Ch. 4500.00 m to 4700.00 m , average submerged depth 0. 25m , Side berm eroded . reported by PWD deptt on 16/6/22 | (Long - 91.188027, Lat - 26.276504)",16-06-2022
3,,Bongaigaon,13,"Boitamari - Jogighopa Salbari Road, | Jogighopa | Landslide occured at oudubi at 16 th km. as per report received from PWRD, Bongaigaon date-16/06/2022 | (Long - 90.487351, Lat - 26.296631),  Sankarghola picnic spot approach road | Sankarghola | One HP culvert partially damage at 1st km as per report recieved from PWRD, Bongaigaon Date-16.06.2022 | (Long - 90.531980, Lat - 26.309695),  Jogighopa salbari road | Salbari | Rain water stagnent at balapara at 6th km. as per report recieved from PWRD, Bongaigaon Date-16.06.2022 | (Long - 90.544020, Lat - 26.263554),  Manikpur - NH-31 to Thakuranipara MPNA road | NH-31 to Thakuranipara MPNA road | Side berm & side slopers and hard crtust of bridges\ approach damaged at Ch. 55.00m reported by PWRD, Bongaigaon date of incident 15.06.2022 | (Long - 902924.000000, Lat - 26.251700),  Bhandara-I to Bhandara-V PMGSY road | Bhandara-I to Bhandara-V PMGSY road | Side shoulder and hard crust damaged at Ch.2700.00 to Ch 2900.00m Averagen submergence depth 50cm reported by PWRD, Bongaigaon date of incident 15.06.2022 | (Long - 90.793637, Lat - 26.466348),  Bashbari to Salabila Road | Bashbari to Salabila Road | Approach of SPT Br. No 1/1 damaged at Ch. 450.00 m reported by PWRD, Bongaigaon date of incident 15.06.2022 | (Long - 90.774229, Lat - 26.417489),  Gerukabari Jamdoha PMGSY road | Gerukabari Jamdoha PMGSY road | Road Breached out at Ch. 810 m to Ch. 840m & submerged at Ch. 800.00 m to Ch 840.00m (Av. Submergence depth=30cm) & damaged hard crust reported by PWRD, Bongaigaon date of incident 15.06.2022 | (Long - 90.701968, Lat - 26.451735),  Bongaigaon - Salbari Bongaigaon Road | Salbari Bongaigaon Road | Side shoulder erroeded by river Tunia at ch. 11th km reported by PWRD, Bongaigaon date of incident 15.06.2022 | (Long - 90.519009, Lat - 26.420800),  Mulagaon Chengmari road | Mulagaon Chengmari road | Side shoulder damaged at ch 2500.00m reported by PWRD, Bongaigaon date of incident 15.06.2022 | (Long - 90.508600, Lat - 26.434300),  Mulagaon Ravapara Road | Mulagaon Ravapara Road | Side shoulder damaged at Ch. 100.00m Ch. 350.00 m Ch. 1350.00m reported by PWRD, Bongaigaon date of incident 15.06.2022 | (Long - 90.524953, Lat - 26.430579),  Srijangram - Ambari PWD road to Gauranga Mandir road | Ambari PWD road to Gauranga Mandir road | Road embankment partially damaged at 1st km reported by PWRD Bongaigaon date of incident 15.06.2022 | (Long - 26.340752, Lat - 90.730672),  Nowagaon to Rangapani Road | Nowagaon to Rangapani Road | Road embankment damaged and approach of RCC Bridge No. 4/1 damaged at Ch. 2nd, 3rd & 4th km. reported by PWRD Bongaigaon date of incident 15.06.2022 | (Long - 90.818311, Lat - 26.391612),  Dangtol - Borjhora waterfall approach road | Borjhora waterfall approach road | Side shoukder damaged at Ch.450.00 m to Ch.750.00m reported by PWRD Bongaigaon date of incident 15.06.2022 | (Long - 90.482492, Lat - 26.418995)",16-06-2022
4,,Chirang,4,"Bengtal - South Banduguri village road | Ashrabari | As reported by PWD (R&B) Bengtal Division, Road Surface shoulders damaged on 16-06-2022 , L-10m B-7m D-2m | (Long - 90.390682, Lat - 26.621567),  Sidli - 1. Sidli Nalbari village road | Sidli | As reported by PWD (R&B) Chirang, Sidli Nalbari village road (Road embankment eroded) on 16-06-2022 at Sidli, Damage details - Length :40m, breadth : 7 m, Depth : 2.5 m, | (Long - 90.449225, Lat - 26.521000),  2. Chapaguri to Koilamoila Road | Chapaguri | As reported by PWD (R&B) Chirang, Chapaguri to koilamoila road ( Road surface shoulders damaged) on 16-06-2022 at Chapaguri, Damage details - Length :8km, breadth : 3 m, Depth : 1 m, | (Long - 90.554028, Lat - 26.503397),  3. NH 31C Dhopguri to Pachim Jaoliabari Road | Dhopguri | As reported by PWD (R&B) NH 31C Dhopguri to Pachim jaoliabari road ( Road Embankment eroded), on 16-06-2022 at Dhopguri, Damage details - Length :45m, breadth : 3 m, Depth : 3 m, | (Long - 90.421670, Lat - 26.551174)",16-06-2022
5,,Darrang,7,"Mangaldoi - MB road to Chamuapara via Bahjani | At village Bahjani under Mangaldai Rev. Circle | The road was breached in the first wave and temporary restoration was going on. The same breach portion is affected again as reported by PWRD. Dated 16-06-2022 | (Long - 91.900000, Lat - 26.530000),",16-06-2022
6,,,,"Mahaliajhar to Bhakatpara Road | Under Mangaldai Revenue Circle | The road have been submerged at various places at different chainage as reported by PWRD. These submergence report were already reflected in the first wave of flood. Dated 16-05-2022 | (Long - 92.030000, Lat - 26.520000),  Abhaypukhuri to Chapai Dalgaon road | Under Mangaldai Revenue Circle | The road is submerged due to flood water and length of submergence is 100m Approx. as of now as reported by PWRD.These submergence report were already reflected in the first wave of flood. Dated 16-05-2022 | (Long - 92.030000, Lat - 26.550000),  Borjhar bagisa to Bhakatpara | Under Mangaldai Revenue Circle | The road is submerged due to flood water and length of submergence is 350m Approx. as of now as reported by PWRD.These submergence report were already reflected in the first wave of flood. Dated 16-05-2022 . | (Long - 92.030000, Lat - 26.560000),  Patharighat - Bhakatpara Pandaghat Road | Pandaghat | Bhakatpara Pandaghat Road submerged at length L= 1.00 km Ch 600 mt to 1600 mt as reported by PWD on 16.5.2022 | (Long - 91.812122, Lat - 26.480424),  Rajghat Bheruadol Road | Bheruadol | Road erosion at Ch 200 mt as reported by PWD on 16.5.2022 | (Long - 91.831600, Lat - 26.490978),  MPK Road to Hussain chubri | Hussainchubri | Submerged at length L= 1200 m Ch 600 mt to 1000 mt depth 0.60 m on 16.5.2022 | (Long - 91.827920, Lat - 91.827920)",16-06-2022
7,,Dhemaji,3,"Jonai - PWD territorial road Bridge approaches (both sides) partially damaged at Mohmora to Rigbi, 50.00 meter (left) & 50.00 meter (right) side berm got eroded on 16/06/2022 due to heavy rain. | From Ch. 540.00M to Ch.630.00M & Ch.730.00M to Ch. 780.00M | As per report received from PWRD,Jonai Territorial road Sub-Division-II,Jonai a PWD territorial road Bridge approaches (both sides) partially damaged at Mohmora to Rigbi, 50.00 meter (left) & 50.00 meter (right) side berm got eroded on 16/06/2022 due to heavy rain. For Immediate restoration contractor Rikey Taye have been engaged. | (Long - 0.000000, Lat - 0.000000),  PWD territorial road partially damaged (two places) at Bahir Jonai to Berachapori via Bolaipam, 20.00 meter Bridge approach & 30.00 meter road got eroded on 16/06/2022 due to heavy rain. | From Ch.4420.00M to Ch.4440.00M & Ch.4510.00M to Ch.4540.00M | As per report received from PWRD,Jonai Territorial Road Sub-Division-II,Jonai a PWD territorial road partially damaged (two places) at Bahir Jonai to Berachapori via Bolaipam, 20.00 meter Bridge approach & 30.00 meter road got eroded on 16/06/2022 due to heavy rain. For Immediate restoration contractor Shyamal Sarkar have been engaged. | (Long - 0.000000, Lat - 0.000000),  PWD territorial road partially damaged at Oiramghat to Jampani road, 100.00 meter road got eroded on 16/06/2022 due to Jampani Nallah. | From Ch. 120.00M to Ch.220.00M | As per report received from PWRD, Jonai Territorial Road Sub-Division-II,Jonai a PWD territorial road partially damaged at Oiramghat to Jampani road, 100.00 meter road got eroded on 16/06/2022 due to Jampani Nallah.For Immediate restoration contractor Rikey Taye have been engaged. | (Long - 95.348044, Lat - 27.851655)",16-06-2022
8,,Dhubri,10,"Golakganj - POKALAGI TO FAILAGURI PMGSY ROAD TO ANANDAPUR BAZAR (BOX CULVERT NO 1/1) APP. DAMAGED AND SIDE SHOULDER DAMAGED FROM CH. 300.00 M TO 900.00 M (DATED 15/06/2022) | POKALAGI TO FAILAGURI PMGSY ROAD TO ANANDAPUR BAZAR | | (Long - 0.000000, Lat - 0.000000),  POKALAGI KUKILADANGA PMGSY ROAD TO JIADANGA ROAD DAMAGED ROAD SURFACE AND SIDE SHOULDERS AT 1ST, 2ND AND 3RD KM (DATED 15/06/2022) | POKALAGI KUKILADANGA PMGSY ROAD TO JIADANGA ROAD | | (Long - 0.000000, Lat - 0.000000),  POKALAGI KUKILADANGA ROAD TO KACHARIGAON ROAD SURFACE SIDE SHOULDERS DAMAGED AT CH. 1ST AND 2ND KM (DATED 15/06/2022) | POKALAGI KUKILADANGA ROAD TO KACHARIGAON ROAD | | (Long - 0.000000, Lat - 0.000000),  KAMANDANGA TO RAMNATHPARA ROAD DAMGES OF SURFACE, SIDE SHOULDER BOX CULVERT AT 1ST AND 2ND KM (DATED 15/06/2022) | KAMANDANGA TO RAMNATHPARA ROAD | | (Long - 0.000000, Lat - 0.000000),  TALOWA CHARIALI TO KAMANDANGA ROAD DAMAGED AT 2ND KM (DATED 15/06/2022) | TALOWA CHARIALI TO KAMANDANGA | | (Long - 0.000000, Lat - 0.000000),  TAMARHAT TO TAMACHABAGAN ROAD DAMED OF SIDE SHOULDERS, SURFACE AT CH. 2ND AND 3RD KM AND BRIDGES APPROACHES DAMAGED AT BR. NO. 2/1 (DATED 15/06/2022) | TAMARHAT TO TAMACHABAGAN ROAD | | (Long - 0.000000, Lat - 0.000000),  G.K ROAD AT SONAHAT TO DAFARPUR ROAD DAMAGED SIDE BERM OF 1ST AND 2ND KM (DATED 15/06/2022) | G.K ROAD AT SONAHAT TO DAFARPUR ROAD | | (Long - 0.000000, Lat - 0.000000),  TAMACHABAGAN TO KALACHANPARA ROAD DAMAGED OF SIDE SHOULDER ROAD SURFACES & HPC CH. 1ST & 2ND KM (DATED 15/06/2022) | TAMACHABAGAN TO KALACHANPARA ROAD | | (Long - 0.000000, Lat - 0.000000),  Agamoni - Side berm damaged on silkurirpar to Roypara Road at 1st KM. Dt. 04/06/2022-15/06/2022 | silkurirpar to Roypara Road at 1st KM. | | (Long - 0.000000, Lat - 0.000000),  Side berm and surfaced road damaged on Khuniarvita Ranpagli Road from1st KM TO 3rd KM. Dt. 04/06/2022-15/06/2022 | Khuniarvita Ranpagli Road from1st KM TO 3rd KM. | | (Long - 0.000000, Lat - 0.000000)",16-06-2022
9,,Goalpara,10,Lakhipur - Lakhipur Khalisabhita Road (At 16th KM and 18th KM) | Near Khalisabhita | As per,16-06-2022
