,infrastructure damaged - road,District,Number,Details,Date
0,,Dibrugarh,1,"Chabua - Kanjikhowa to Mirigaon Road | 300 m of paver block road has been washed away by river Brahmaputra as per information received from WRD on 29/8/2022 | | (Long - 951458.230000, Lat - 273413.030000)",31-08-2022
1,,Total,1,,31-08-2022
