,infrastructure damaged - road,District,Number,Details,Date
0,,Morigaon,1,"Mikirbheta - Dhing Baruati Jajori Kurwabahi Bebajia Ghahi Dakhinpath Nonoi Chutiagaon road (Dhing Tiniali Bazar Kurabhahi) Part-1 | Dhing Baruati Jajori Kurwabahi Bebajia Ghahi Dakhinpath Nonoi Chutiagaon | As reported by AEE, Batadrava Territorial Road Division,on 23-06-2022, Temporary Restoration Dhing Baruati Jajori Kurwabahi Bebajia Ghahi Dakhinpath Nonoi Chutiagaon road (Dhing Tiniali Bazar Kurabhahi) Part-1 affected due to Flood. (This was left due to the confusion between the jurisdiction of Mikirbheta and Dhing Circle as the road is in border of the two circles.) | (Long - 0.000000, Lat - 0.000000)",12-09-2022
1,,Total,1,,12-09-2022
