,infrastructure damaged - road,District,Number,Details,Date
0,,Lakhimpur,1,"Narayanpur - Athanabari to taranikhat connection Kutcha road. | Athanabari | Athanabari to taranikhat connection kutcha road breached as per reported by Rangati Panchayaton 24/07/2022 . | (Long - 0.000000, Lat - 0.000000)",24-07-2022
1,,Nagaon,1,"Raha - Khaplangkuchi Tini Ali to Balipara via Baruakhat | Khaplangkuchi | After recedes of flood water erosion observed at road from Khaplangkuchi Tiniali to Balipara via Baruakhat at Ch. 2200 m and 24000 m submitted by Morigaon District Territorial Road Division department and date of occurrence- 23/07/2022 | (Long - 0.000000, Lat - 0.000000)",24-07-2022
2,,Total,2,,24-07-2022
