,infrastructure damaged - road,District,Number,Details,Date
0,,Bongaigaon,7,"Dangtol - Chungapota Barpathar Road | Chungapota | Road side slope with carriage way erroded by turbulent flow of END Channel connected from Kujia river. Ch 450.00m as per report received from PWRD, Bongaigaon date- 05.08.2022 | (Long - 90.495633, Lat - 26.503473),  Manikpur - Odlaguri Shila Thakur Mandir to Numberpara Road | Numberpara | Road surface damage at various stretches of 1st, 2nd, 3rd & 4th km of the road report received from PWRD, Bongaigaon date-05.08.2022 | (Long - 90.810204, Lat - 26.422636),  Srijangram - Kokila Uttarpara to Kokila Nayapara road | Kokila | Road surface damage at various stretches of 1st & 2nd km of the road. as per report received from PWRD, Bongaigaon date- 05.08.2022 | (Long - 90.849961, Lat - 26.383431),  Krintanpara Nararbhita road | Nararbhita | Side slope, shoulder & road surface damage at various stretches of 3rd, 4th & 5th km of the road. as per report received from PWRD, Bongaigaon date-05.08.2022 | (Long - 90.759378, Lat - 26.349233),  Borjana Lotibari Road | Borjana | Errosion occurred at 3rd km. as per report received from PWRD, Bongaigaon date- 05.08.2022 | (Long - 90.679575, Lat - 26.265273),  Kuchbari Dubachari road | Dubachari | Errosion occurred at 1st km. as per report received from PWRD, Bongaigaon. date- 05.08.2022 | (Long - 90.719787, Lat - 26.280652),  Borjana-I to Borjana-III road | Borjana | Errosion occurred at 1st km. as per report received from PWRD, Bongaigaon date- 05.08.2022 | (Long - 90.690263, Lat - 26.273764)",05-08-2022
1,,Udalguri,1,"Harisinga - Chenipara To Tarabari road | Chenipara | The village road from Chenipara to Tarabari village 10m damaged due to the new Chanel course of River Kulshi on 01/05/2022 | (Long - 91.940600, Lat - 26.700400)",05-08-2022
2,,Total,8,,05-08-2022
