,infrastructure damaged - road,District,Number,Details,Date
0,,Bongaigaon,1,"Manikpur - Manikpur Bashbari Road | Bashbari | Road embankment and surface damaged at 6th, 7th & 8th km. as per report received from PWRD, Bongaigaon date- 11.08.2022 | (Long - 90.757886, Lat - 26.399503)",11-08-2022
1,,Total,1,,11-08-2022
