,infrastructure damaged - road,District,Number,Details,Date
0,,Dhubri,1,"Gauripur - AFTER VERIFICATION IT IS FOUND THAT THE ROAD FROM KENDRIYA VIDYALAYA PANBARI TO ITI ALOMGANG FOR A LENGTH OF 350.00M HAD BEEN DAMAGED DUE TO HEAVY RAINFALL IN THEMONTH OF JUNE/2022. COMMUNICATION IS DISRUPTED. | ALOMGANG | | (Long - 0.000000, Lat - 0.000000)",27-09-2022
1,,Total,1,,27-09-2022
