,infrastructure damaged - road,District,Number,Details,Date
0,,Dhemaji,1,"Dhemaji - Uriamguri to Sissimukh PWD road | Uriamguri | Yesterday on 1/09/2022, Due to heavy rainfall erosion occurred at Uriamguri to Sissimukh pwd road connecting bridge approach Br. No 1/1. around length 10 meter. | (Long - 94.543866, Lat - 27.307180)",02-09-2022
1,,Total,1,,02-09-2022
