,infrastructure damaged - road,District,Number,Details,Date
0,,Cachar,2,"Udharbond - S.K. Road to Indranagar Road | Amaranagar, Indranagar | S.K. Road to Indranagar Road (Amranagar to Indranagar) in stretches & Damage of slab culvert, as per the report received from PWRD Silchar &Udharbond (T) Road Division, as on dated 27.07.2022. | (Long - 0.000000, Lat - 0.000000),  Kashipur to Gangapur SC | Badribasti | Kashipur to Gangapur SC Village via Badribasti in Stretches & damaged, as per the report received from PWRD Silchar &Udharbond (T) Road Division, as on dated 27.07.2022. | (Long - 0.000000, Lat - 0.000000)",28-07-2022
1,,Goalpara,1,"Lakhipur - Agia Lakhipur Road (17 to 32 KM) | Baida | As per report of Goalpara west & Jaleswar T.R. Division, Agia Lakhipur Road (17th to 32 KM), road surface damage and affected length 16.00 Km due to flood water on 06.06.2022 and reported yesterday i.e. on 27.07.2022 | (Long - 90.432276, Lat - 26.046525)",28-07-2022
2,,Total,3,,28-07-2022
