,infrastructure damaged - road,District,Number,Details,Date
0,,Cachar,1,"Silchar - Silchar Kalain Road | Silchar-Kalain | Silchar Kalain Road Damaged in 1st & 2nd KM. As per the report received from PWD Silchar & Udharbond (T) Road Division, Silchar, as on 04.06.2022",05-06-2022
1,,Total,1,,05-06-2022
