,infrastructure damaged - road,District,Number,Details,Date
0,,Goalpara,1,"Lakhipur - Kharubhaj to E&D Bundh Via Pub Kathuri | Near Kathuri | As per report of PWRD, Goalpara west & Jaleswar TR Division, Kharubhaj to E&D Bundh Via Pub Kathuri road eroded due to flood water and affected length 0.15 km on 20/05/2022 and reported today i.e. 26/07/2022 | (Long - 90.278738, Lat - 26.038422)",26-07-2022
1,,Total,1,,26-07-2022
