,infrastructure damaged - road,District,Number,Details,Date
0,,Barpeta,1,"Barpeta - Kayakuchi Newlarbhitha Debardi Road(PMGSY Package No.AS-01-493,MRL-14) | Kayakuchi | The road along the bank of the River Pahumara eroded from Pahumara RCC Bridge to Fauji Bazar(Ch.1997.00m to Ch.2170.00m). The river Pahumara created threat to the road as well as RCC bridge approach of Fauji Bazar Side.. Date of occurence- 15.07.2022 PWRD Barpeta | (Long - 91.089273, Lat - 26.394328)",16-07-2022
1,,Karimganj,3,"Karimganj - LONGAI ROAD NEAR FASHION QUEEN SHOP | LONGAI ROAD NEAR FASHION QUEEN SHOP AT CH 700.00M TO 1000.00M | DUE TO INCESSANT RAIN HARDCRUST & SIDE BERM OF ABOVE ROAD WAS DAMAGED. THE REPORT WAS SUBMITTED BY ASSISTANT EXECUTIVE ENGINEER , PWRD ,KARIMGANJ NORTH TERRITORIAL ROAD SUBDIVISION , KARIMGANJ ON 14/07/2022 | (Long - 92.356494, Lat - 24.865605),  KL ROAD TO PERUA | KL ROAD TO PERUA AT CH 300.00M TO 450.00M | DUE TO INCESSANT RAIN HARDCRUST & SIDE BERM OF ABOVE ROAD WAS DAMAGED. THE REPORT WAS SUBMITTED BY ASSISTANT EXECUTIVE ENGINEER , PWRD ,KARIMGANJ NORTH TERRITORIAL ROAD SUBDIVISION , KARIMGANJ ON 14/07/2022 | (Long - 92.264281, Lat - 24.834911),  PWD ROAD TO BISCUT | PWD ROAD TO BISCUT AT CH 120.00M | DUE TO INCESSANT RAIN HARDCRUST DAMAGED & SIDE BERM ERODED AT DIFFERENT STRETCHES OF ABOVE ROAD & GUARD WALL APPROX 120.0M IS REQUIRED. THE REPORT WAS SUBMITTED BY ASSISTANT EXECUTIVE ENGINEER , PWRD ,KARIMGANJ NORTH TERRITORIAL ROAD SUBDIVISION , KARIMGANJ ON 03/06/2022 | (Long - 92.334282, Lat - 24.836744)",16-07-2022
2,,Total,4,,16-07-2022
