,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Cachar,106,0,106,1505,0,1505,0,0,0,17-05-2022
1,,Dima-Hasao,5,0,5,55,75,130,150,0,150,17-05-2022
2,,Sonitpur,0,0,0,4,0,4,0,0,0,17-05-2022
3,,Udalguri,1,0,1,0,0,0,0,0,0,17-05-2022
4,,Total,112,0,112,1564,75,1639,150,0,150,17-05-2022
