,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Cachar,120,0,120,9000,1000,10000,0,0,0,26-05-2022
1,,Hojai,97,0,97,292,27,319,3,28,31,26-05-2022
2,,Total,217,0,217,9292,1027,10319,3,28,31,26-05-2022
