,houses damaged,District,Fully Kuccha,Fully Pukka,Fully Total,Partially Kuccha,Partially Pukka,Partially Total,Others Huts,Others Cattle Shed,Others Total,Date
0,,Barpeta,0,1,1,81,0,81,11,2,13,09-07-2022
1,,Kamrup,65,0,65,1680,28,1708,1,475,476,09-07-2022
2,,Morigaon,0,0,0,20,0,20,0,0,0,09-07-2022
3,,Sivasagar,8,0,8,21,0,21,0,0,0,09-07-2022
4,,Total,73,1,74,1802,28,1830,12,477,489,09-07-2022
